datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,snow,snowdepth,windgust,solarradiation,uvindex,sunriseEpoch,sunsetEpoch,moonphase,conditions,description,icon,source,City,Temp_Range,Heat_Index,Severity_Score,Day_of_Week,Is_Weekend,Health_Risk_Score,sunset_hour,sunrise_hour,sunrise_minute
1725778800.0,89.0,60.0,72.4,87.9,60.0,72.3,57.6,62.5,0.0,0.0,13.9,279.0,9.0,1725803060.0,1725848703.0,0.19,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,29.0,75.92701658370012,3.1900000000000004,Sunday,True,9.586451658370011,19,6,44
1725865200.0,88.1,63.1,73.1,87.4,63.1,73.0,57.4,59.9,0.0,0.0,16.1,311.5,9.0,1725889510.0,1725935012.0,0.22,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,25.0,76.45640756034118,3.41,Monday,False,9.688230756034118,19,6,45
1725951600.0,79.4,59.6,67.8,79.4,59.6,67.8,57.2,70.7,0.0,0.0,17.4,274.7,9.0,1725975959.0,1726021321.0,0.25,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,19.800000000000004,73.51643181157598,3.54,Tuesday,False,9.8544231811576,19,6,45
1726038000.0,77.3,57.6,66.3,77.3,57.6,66.3,56.8,73.1,0.0,0.0,23.0,264.0,8.0,1726062408.0,1726107629.0,0.29,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,19.7,72.90603255502886,3.9,Wednesday,False,10.141503255502885,19,6,46
1726124400.0,79.2,57.8,67.4,79.2,57.8,67.4,55.6,68.3,0.0,0.0,17.9,262.2,8.0,1726148858.0,1726193937.0,0.32,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,21.40000000000001,74.30085574530415,3.39,Thursday,False,9.745455574530414,19,6,47
1726210800.0,83.2,58.9,69.6,82.2,58.9,69.5,54.2,60.5,0.0,0.0,16.1,263.2,8.0,1726235307.0,1726280245.0,0.36,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,24.300000000000004,75.81915810730015,3.21,Friday,False,9.523965810730015,19,6,48
1726297200.0,81.4,59.4,68.8,81.3,59.4,68.8,55.5,64.2,0.0,0.0,16.6,259.1,8.0,1726321757.0,1726366553.0,0.39,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,22.000000000000007,75.16348200137604,3.26,Saturday,True,9.609268200137604,19,6,49
1726383600.0,78.3,59.8,66.8,78.3,59.8,66.8,47.3,52.9,0.0,0.0,9.8,255.1,8.0,1726408206.0,1726452861.0,0.42,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,18.5,77.56033359368409,2.58,Sunday,True,9.12085335936841,19,6,50
1726470000.0,81.2,59.3,68.9,79.6,59.3,68.6,44.4,43.5,0.0,0.0,7.8,249.6,8.0,1726494656.0,1726539169.0,0.46,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,21.90000000000001,77.26954857032499,2.38,Monday,False,8.762254857032499,19,6,50
1726556400.0,82.3,60.9,68.5,80.2,60.9,68.4,46.6,47.6,0.0,0.0,8.5,245.6,8.0,1726581105.0,1726625476.0,0.5,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,21.4,77.32153682110014,2.45,Tuesday,False,8.898353682110015,19,6,51
1726642800.0,76.9,57.6,64.9,76.9,57.6,64.9,49.2,58.3,0.0,0.0,9.2,241.5,8.0,1726667555.0,1726711784.0,0.52,Clear,Becoming cloudy in the afternoon.,clear-day,fcst,San Jose,19.300000000000004,77.801748442029,2.52,Wednesday,False,9.2493348442029,19,6,52
1726729200.0,75.5,57.6,64.7,75.5,57.6,64.7,48.5,57.7,0.0,0.0,8.3,240.3,8.0,1726754005.0,1726798091.0,0.56,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,17.9,78.03617693414107,2.43,Thursday,False,9.205727693414106,19,6,53
1726815600.0,80.5,59.3,67.1,79.6,59.3,67.0,49.8,56.1,0.0,0.0,9.8,237.6,8.0,1726840455.0,1726884399.0,0.59,Clear,Clear conditions throughout the day.,clear-day,fcst,San Jose,21.200000000000003,77.05373333982106,2.58,Friday,False,9.152753333982108,19,6,54
1726902000.0,76.4,61.4,67.4,76.4,61.4,67.4,54.6,64.9,0.0,0.0,11.2,220.3,8.0,1726926905.0,1726970706.0,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Jose,15.000000000000009,75.22822184661618,2.72,Saturday,True,9.288102184661618,19,6,55
1725685200.0,92.0,73.4,81.7,90.3,73.4,81.6,60.3,51.1,0.0,0.0,28.9,282.7,9.0,1725711293.0,1725756496.0,0.15,Clear,Clear conditions throughout the day.,clear-day,comb,San Antonio,18.599999999999994,82.6036417074691,4.69,Saturday,True,10.656954170746909,19,7,14
1725771600.0,87.0,65.9,76.4,84.2,65.9,75.7,50.9,42.5,0.0,0.0,23.0,309.5,10.0,1725797725.0,1725842824.0,0.19,Clear,Clear conditions throughout the day.,clear-day,fcst,San Antonio,21.099999999999994,78.07182759970016,4.3,Sunday,True,9.634682759970016,19,7,15
1725858000.0,88.1,63.9,75.9,85.7,63.9,75.4,52.0,44.5,0.0,0.0,19.5,343.4,9.0,1725884156.0,1725929151.0,0.22,Clear,Clear conditions throughout the day.,clear-day,fcst,San Antonio,24.2,77.92671675952508,3.75,Monday,False,9.461421675952508,19,7,15
1725944400.0,88.8,70.4,79.2,90.5,70.4,80.0,59.4,51.3,0.0,0.0,19.5,290.4,9.0,1725970586.0,1726015478.0,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,18.39999999999999,80.225407608356,3.756,Tuesday,False,9.9493687608356,19,7,16
1726030800.0,86.6,74.9,80.0,92.7,74.9,82.4,71.0,74.8,0.0,0.0,18.3,194.4,5.0,1726057017.0,1726101805.0,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,11.699999999999989,83.54959750320016,2.8356000000000003,Wednesday,False,10.475988550320018,19,7,16
1726117200.0,90.1,73.7,81.3,95.2,73.7,83.8,70.2,70.8,0.0,0.0,13.9,269.3,9.0,1726143448.0,1726188132.0,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,16.39999999999999,85.30163519543603,3.2144000000000004,Thursday,False,10.805958719543604,19,7,17
1726203600.0,92.6,75.5,83.3,98.3,75.5,86.7,71.1,68.3,0.0,0.0,12.5,262.6,9.0,1726229879.0,1726274458.0,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,17.099999999999994,88.52007848634103,3.052,Friday,False,10.936523848634105,19,7,17
1726290000.0,92.9,76.7,84.4,99.9,76.7,89.1,72.6,69.1,0.0,0.0,13.2,265.3,8.0,1726316310.0,1726360785.0,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,16.200000000000003,91.04123081523592,2.9263,Saturday,True,11.126196381523592,19,7,18
1726376400.0,98.3,77.4,86.6,99.5,77.4,88.1,66.6,54.8,0.0,0.0,21.0,274.7,8.0,1726402741.0,1726447111.0,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,20.89999999999999,90.356070721024,3.7004,Sunday,True,11.0634262721024,19,7,19
1726462800.0,95.8,75.6,84.8,95.6,75.6,85.6,64.6,53.4,0.0,0.0,22.1,268.4,8.0,1726489172.0,1726533437.0,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,fcst,San Antonio,20.200000000000003,87.03550035462392,3.8242,Monday,False,10.745672835462392,19,7,19
1726549200.0,94.2,74.6,83.3,92.9,74.6,83.8,64.9,57.1,0.0,0.0,20.1,275.1,8.0,1726575603.0,1726619763.0,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,fcst,San Antonio,19.60000000000001,85.71944942646917,3.61,Tuesday,False,10.633254942646918,19,7,20
1726635600.0,95.1,72.9,82.6,94.4,72.9,83.4,66.6,62.4,0.0,0.0,19.5,269.0,8.0,1726662035.0,1726706089.0,0.52,Clear,Clear conditions throughout the day.,clear-day,fcst,San Antonio,22.19999999999999,85.81762362425592,3.55,Wednesday,False,10.79696236242559,19,7,20
1726722000.0,94.9,73.5,82.7,95.8,73.5,84.3,68.3,65.0,0.0,0.0,19.5,233.9,7.0,1726748466.0,1726792415.0,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,21.40000000000001,86.5697013268,3.3504,Thursday,False,10.83473013268,19,7,21
1726808400.0,96.3,74.2,83.9,97.3,74.2,85.2,67.8,62.0,0.0,0.0,20.6,266.3,8.0,1726834897.0,1726878741.0,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Antonio,22.099999999999994,87.89483698390009,3.6624,Friday,False,11.06017169839001,19,7,21
1726894800.0,92.0,74.2,82.9,93.6,74.2,84.1,67.5,62.6,0.0,0.0,19.0,200.8,7.0,1726921329.0,1726965068.0,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,fcst,San Antonio,17.799999999999997,86.34996795313597,3.3,Saturday,True,10.700796795313597,19,7,22
1725692400.0,103.0,75.0,86.2,103.1,75.0,86.2,61.5,48.3,0.0,0.0,6.9,261.5,9.0,1725715868.0,1725761394.0,0.16,Clear,Clear conditions throughout the day.,clear-day,comb,Los Angeles,28.0,87.70363300565603,2.49,Saturday,True,9.973033300565602,19,6,31
1725778800.0,103.0,78.0,87.8,99.9,78.0,86.5,54.8,35.6,0.0,0.0,6.9,283.6,9.0,1725802309.0,1725847711.0,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Los Angeles,25.0,86.592530578144,2.49,Sunday,True,9.5456930578144,19,6,31
1725865200.0,99.9,76.9,85.4,100.6,76.9,85.1,55.5,36.6,0.0,0.0,18.6,311.0,9.0,1725888751.0,1725934028.0,0.22,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,23.0,84.15490382761601,3.66,Monday,False,9.7550503827616,19,6,32
1725951600.0,86.6,67.4,77.0,86.7,67.4,77.1,58.8,54.2,0.0,0.0,20.1,273.8,9.0,1725975192.0,1726020345.0,0.25,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,19.19999999999999,78.69875953840004,3.8116,Tuesday,False,9.935763153840004,19,6,33
1726038000.0,78.7,63.1,68.6,78.7,63.1,68.6,59.9,74.5,0.0,0.0,16.6,277.6,9.0,1726061633.0,1726106662.0,0.29,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,15.6,72.29696240940004,3.46,Wednesday,False,9.807396240940005,19,6,33
1726124400.0,77.1,60.7,67.2,77.1,60.7,67.2,61.4,82.6,0.0,0.0,15.2,266.8,9.0,1726148075.0,1726192978.0,0.32,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,16.39999999999999,68.74312910198391,3.3200000000000003,Thursday,False,9.61663291019839,19,6,34
1726210800.0,77.4,61.8,67.1,77.4,61.8,67.1,62.8,87.1,0.0,0.0,15.2,263.3,9.0,1726234516.0,1726279294.0,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Los Angeles,15.600000000000009,66.39536281334081,3.3200000000000003,Friday,False,9.53125628133408,19,6,35
1726297200.0,77.8,61.6,67.1,77.8,61.6,67.1,62.6,87.0,0.0,0.0,15.7,263.6,9.0,1726320957.0,1726365610.0,0.39,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,16.199999999999996,66.44999263240003,3.37,Saturday,True,9.576899263240003,19,6,35
1726383600.0,83.9,61.2,72.1,81.2,61.2,71.6,43.3,40.0,0.0,0.0,6.9,269.3,9.0,1726407399.0,1726451926.0,0.42,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,22.700000000000003,76.96968048870002,2.49,Sunday,True,8.692968048870002,18,6,36
1726470000.0,81.6,62.5,70.5,79.8,62.5,70.3,44.9,41.4,0.0,0.0,7.4,268.5,9.0,1726493840.0,1726538242.0,0.46,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,19.099999999999994,77.0098883588001,2.54,Monday,False,8.75254883588001,18,6,37
1726556400.0,76.0,57.6,65.1,76.0,57.6,65.1,45.4,50.7,0.0,0.0,6.7,265.3,9.0,1726580282.0,1726624557.0,0.5,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,18.4,78.61922592050895,2.47,Tuesday,False,9.114212592050896,18,6,38
1726642800.0,74.6,55.5,63.4,74.6,55.5,63.4,45.3,53.1,0.0,0.0,4.7,263.8,9.0,1726666723.0,1726710873.0,0.52,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,19.099999999999994,79.60290708293604,2.27,Wednesday,False,9.165660708293604,18,6,38
1726729200.0,73.1,55.1,62.2,73.1,55.1,62.2,47.6,60.6,0.0,0.0,6.0,260.6,9.0,1726753165.0,1726797189.0,0.56,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,17.999999999999993,79.42624542262408,2.4008000000000003,Thursday,False,9.397509342262408,18,6,39
1726815600.0,73.5,54.6,62.8,73.5,54.6,62.8,46.0,55.5,0.0,0.0,4.0,256.9,9.0,1726839607.0,1726883504.0,0.59,Clear,Clear conditions throughout the day.,clear-day,fcst,Los Angeles,18.9,79.81878418970012,2.2,Friday,False,9.202878418970013,18,6,40
1726902000.0,77.1,56.6,65.0,77.1,56.6,65.0,49.4,59.2,0.0,0.0,4.7,253.1,8.0,1726926049.0,1726969820.0,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,Los Angeles,20.5,77.56917738719997,2.0700000000000003,Saturday,True,8.982357738719998,18,6,40
1725692400.0,85.0,72.9,78.6,87.8,72.9,79.7,68.4,72.3,0.0,0.0,15.0,229.2,8.0,1725715658.0,1725761086.0,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,comb,San Diego,12.099999999999994,80.97766631458414,3.1,Saturday,True,10.339066631458415,19,6,27
1725778800.0,85.9,76.0,80.5,89.3,76.0,81.7,65.6,60.8,0.0,0.0,17.2,252.6,8.0,1725802097.0,1725847406.0,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,9.900000000000006,82.52178940870012,3.3200000000000003,Sunday,True,10.270738940870013,19,6,28
1725865200.0,83.0,74.9,78.9,85.6,74.9,79.8,65.0,62.6,0.0,0.0,18.3,288.4,9.0,1725888535.0,1725933726.0,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,8.099999999999994,80.75514133681594,3.63,Monday,False,10.347894133681594,19,6,28
1725951600.0,79.4,69.5,74.8,79.4,69.5,74.8,65.0,71.9,0.0,0.0,20.4,272.9,9.0,1725974973.0,1726020046.0,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,9.900000000000006,76.30679768064417,3.8404,Tuesday,False,10.391927368064415,19,6,29
1726038000.0,71.5,65.2,68.5,71.5,65.2,68.5,63.0,82.6,0.0,0.0,17.4,282.4,9.0,1726061411.0,1726106366.0,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,6.299999999999997,69.13988640360012,3.54,Wednesday,False,9.838028640360012,18,6,30
1726124400.0,70.2,65.0,67.4,70.2,65.0,67.4,62.3,83.7,0.0,0.0,17.9,270.0,9.0,1726147849.0,1726192685.0,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,5.200000000000003,68.2541074931442,3.59,Thursday,False,9.83024074931442,18,6,30
1726210800.0,69.7,64.8,67.1,69.7,64.8,67.1,62.5,85.2,0.0,0.0,14.3,264.4,9.0,1726234288.0,1726279004.0,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,4.900000000000006,67.41091899132411,3.2300000000000004,Friday,False,9.49305189913241,18,6,31
1726297200.0,71.3,63.8,67.0,71.3,63.8,67.0,62.6,85.8,0.0,0.0,14.1,268.3,9.0,1726320726.0,1726365323.0,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,7.5,67.06539877039994,3.21,Saturday,True,9.460719877039994,18,6,32
1726383600.0,72.9,64.1,69.8,72.9,64.1,69.8,61.8,76.2,0.0,0.0,7.6,268.7,9.0,1726407164.0,1726451642.0,0.42,Clear,Clear conditions throughout the day.,clear-day,fcst,San Diego,8.800000000000011,72.04975605193613,2.56,Sunday,True,9.155695605193612,18,6,32
1726470000.0,70.8,67.2,69.0,70.8,67.2,69.0,60.6,74.7,0.0,0.0,8.3,266.0,9.0,1726493602.0,1726537961.0,0.46,Clear,Clear conditions throughout the day.,clear-day,fcst,San Diego,3.5999999999999943,72.30086587580027,2.63,Monday,False,9.194696587580028,18,6,33
1726556400.0,68.6,65.2,66.6,68.6,65.2,66.6,57.7,72.9,0.0,0.0,6.9,266.1,9.0,1726580041.0,1726624280.0,0.5,Clear,Clear conditions throughout the day.,clear-day,fcst,San Diego,3.3999999999999915,72.9185106067761,2.4912,Tuesday,False,9.10793586067761,18,6,34
1726642800.0,67.7,64.3,66.0,67.7,64.3,66.0,55.6,69.3,0.0,0.0,7.6,249.8,9.0,1726666479.0,1726710599.0,0.52,Clear,Clear conditions throughout the day.,clear-day,fcst,San Diego,3.4000000000000057,74.3622285149,2.5612,Wednesday,False,9.21113445149,18,6,34
1726729200.0,68.6,65.2,66.5,68.6,65.2,66.5,56.1,69.2,0.0,0.0,8.9,261.6,9.0,1726752918.0,1726796918.0,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,3.3999999999999915,74.23447926429995,2.6935,Thursday,False,9.287349926429997,18,6,35
1726815600.0,67.4,65.2,66.1,67.4,65.2,66.1,55.0,67.5,0.0,0.0,7.2,237.9,9.0,1726839357.0,1726883236.0,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,2.200000000000003,74.90557614132493,2.52,Friday,False,9.191557614132494,18,6,35
1726902000.0,68.1,64.8,66.5,68.1,64.8,66.5,56.5,70.4,0.0,0.0,6.7,254.8,9.0,1726925795.0,1726969555.0,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,San Diego,3.299999999999997,73.83483784869998,2.47,Saturday,True,9.122363784869998,18,6,36
1725681600.0,74.0,63.1,69.4,74.0,63.1,69.4,62.5,78.8,0.0,0.0,23.0,128.1,5.0,1725704964.0,1725751060.0,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,comb,New York City,10.9,71.01342095862421,3.3395,Saturday,True,9.73286809586242,19,6,29
1725768000.0,72.1,54.9,63.0,72.1,54.9,63.0,45.1,54.3,0.0,0.0,20.8,276.7,8.0,1725791422.0,1725837360.0,0.19,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,17.199999999999996,79.80021067819997,3.68,Sunday,True,9.978261067819997,19,6,30
1725854400.0,78.0,54.9,66.5,78.0,54.9,66.5,47.6,52.2,0.0,0.0,17.2,251.9,7.0,1725877881.0,1725923660.0,0.22,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,23.1,77.75968451080004,3.12,Monday,False,9.404608451080003,19,6,31
1725940800.0,79.8,63.6,71.3,79.8,63.6,71.3,54.8,56.8,0.0,0.0,11.4,269.3,7.0,1725964339.0,1726009959.0,0.25,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,16.199999999999996,76.358452862076,2.5439,Tuesday,False,9.0807804862076,19,6,32
1726027200.0,80.7,64.7,72.1,80.8,64.7,72.1,57.2,60.4,0.0,0.0,12.1,264.8,6.0,1726050798.0,1726096259.0,0.25,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,16.0,76.09498252503596,2.41,Wednesday,False,9.065138252503596,19,6,33
1726113600.0,82.5,66.5,73.8,82.7,66.5,73.9,59.7,62.5,0.0,0.0,14.3,257.8,6.0,1726137256.0,1726182558.0,0.32,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,16.0,76.52142112380011,2.63,Thursday,False,9.29589211238001,19,6,34
1726200000.0,82.7,67.4,74.2,83.1,67.4,74.4,59.7,61.3,0.0,0.0,13.4,255.5,6.0,1726223715.0,1726268857.0,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,New York City,15.299999999999995,76.82877911445621,2.54,Friday,False,9.23989791144562,19,6,35
1726286400.0,80.5,67.0,72.8,81.3,67.0,72.8,60.0,65.0,0.0,0.0,14.1,252.8,6.0,1726310173.0,1726355156.0,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,New York City,13.5,75.76008992079994,2.61,Saturday,True,9.272508992079992,19,6,36
1726372800.0,74.6,67.0,70.2,74.6,67.0,70.2,58.1,66.1,0.0,0.0,11.6,153.8,5.0,1726396632.0,1726441455.0,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,New York City,7.599999999999994,74.79842990258396,2.16,Sunday,True,8.907602990258395,19,6,37
1726459200.0,74.4,64.5,68.5,74.4,64.5,68.5,50.3,53.4,0.0,0.0,14.5,234.3,8.0,1726483091.0,1726527753.0,0.45,Clear,Clear conditions throughout the day.,clear-day,fcst,New York City,9.900000000000006,76.93726723160005,3.05,Monday,False,9.322426723160005,19,6,38
1726545600.0,74.9,63.4,68.4,74.9,63.4,68.4,52.2,57.1,0.0,0.0,16.1,225.8,8.0,1726569549.0,1726614052.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,fcst,New York City,11.500000000000009,76.51281535731609,3.2226,Tuesday,False,9.49138613573161,19,6,39
1726632000.0,74.7,65.4,69.8,74.7,65.4,69.8,58.5,67.7,0.0,0.0,8.5,124.0,4.0,1726656008.0,1726700350.0,0.52,Overcast,Cloudy skies throughout the day.,cloudy,fcst,New York City,9.299999999999995,74.39207748517606,1.65,Wednesday,False,8.556257748517606,18,6,40
1726718400.0,81.2,69.0,73.6,81.1,69.0,73.6,60.9,65.7,0.0,0.0,8.3,191.6,7.0,1726742467.0,1726786649.0,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,fcst,New York City,12.200000000000005,76.08444097936403,2.2489,Thursday,False,9.085971397936405,18,6,41
1726804800.0,85.9,69.5,76.1,85.4,69.5,76.1,62.9,66.3,0.0,0.0,10.1,219.4,7.0,1726828926.0,1726872947.0,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,fcst,New York City,16.400000000000006,77.91160402954921,2.41,Friday,False,9.38899040295492,18,6,42
